description,unit_name,Water,Nitrogen,Total lipid (fat),Ash,"Phosphorus, P","Manganese, Mn","Potassium, K","Calcium, Ca","Sodium, Na","Magnesium, Mg","Iron, Fe","Copper, Cu","Zinc, Zn",Pantothenic acid,SFA 14:0,SFA 24:0,SFA 11:0,SFA 18:0,PUFA 22:6 n-3 (DHA),SFA 6:0,PUFA 22:4,SFA 15:0,PUFA 20:5 n-3 (EPA),PUFA 18:2 CLAs,PUFA 20:4,SFA 4:0,SFA 16:0,TFA 16:1 t,PUFA 18:4,SFA 22:0,PUFA 22:5 n-3 (DPA),TFA 18:1 t,PUFA 20:3 n-9,MUFA 15:1,MUFA 18:1 c,MUFA 20:1 c,"PUFA 18:3 n-3 c,c,c (ALA)",SFA 20:0,TFA 22:1 t,PUFA 22:2,"PUFA 20:2 n-6 c,c",MUFA 22:1 n-9,SFA 10:0,SFA 17:0,SFA 12:0,SFA 8:0,TFA 18:2 t not further defined,MUFA 16:1 c,PUFA 20:3 n-6,TFA 18:3 t,"PUFA 18:3 n-6 c,c,c","PUFA 18:2 n-6 c,c",MUFA 14:1 c,MUFA 17:1,MUFA 24:1 c,PUFA 20:3 n-3,Starch,"Folate, total","Selenium, Se",Riboflavin,Niacin,"Fiber, total dietary",Thiamin,Vitamin B-6,Lutein + zeaxanthin,"Carotene, beta","Cryptoxanthin, beta",Lycopene,"Carotene, alpha","Tocopherol, delta","Tocopherol, beta","Tocopherol, gamma",Vitamin E (alpha-tocopherol),"Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Vitamin C, total ascorbic acid",Lactose,Glucose,Sucrose,Maltose,Galactose,Fructose,Vitamin K (Menaquinone-4),Vitamin K (Dihydrophylloquinone),Vitamin K (phylloquinone),"Choline, from glycerophosphocholine",Betaine,"Choline, from phosphocholine","Choline, from phosphotidyl choline","Choline, free","Choline, total","Choline, from sphingomyelin",Vitamin D2 (ergocalciferol),25-hydroxycholecalciferol,Vitamin D3 (cholecalciferol),Cholesterol,"Iodine, I",SFA 21:0,SFA 9:0,SFA 7:0,MUFA 22:1 n-11,PUFA 22:3,"Fatty acids, total trans",SFA 23:0,TFA 14:1 t,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",TFA 20:1 t,MUFA 12:1,SFA 5:0,"Fatty acids, total saturated",Serine,Valine,Leucine,Arginine,Glutamic acid,Alanine,Cysteine,Histidine,Hydroxyproline,Phenylalanine,Aspartic acid,Isoleucine,Proline,Tryptophan,Threonine,Glycine,Methionine,Tyrosine,Lysine,Vitamin B-12,Retinol,Zeaxanthin,trans-beta-Carotene,trans-Lycopene,Lutein,cis-beta-Carotene,cis-Lycopene,"Cryptoxanthin, alpha",cis-Lutein/Zeaxanthin,Protein,MUFA 20:1,"Fatty acids, total trans-dienoic",Total fat (NLEA),"Fatty acids, total trans-monoenoic",Energy,"Carbohydrate, by summation",PUFA 20:2 c,"Vitamin A, RAE","Sugars, Total",PUFA 20:3 c,PUFA 22:5 c,MUFA 17:1 c,"Fatty acids, total trans-polyenoic",PUFA 18:2 c,PUFA 18:3 c,PUFA 20:5c,PUFA 22:6 c,"Carbohydrate, by difference",PUFA 20:4c,MUFA 22:1 c,Energy (Atwater General Factors),Energy (Atwater Specific Factors),Vitamin D (D2 + D3),"Vitamin D (D2 + D3), International Units",Phytofluene,Phytoene,"Fiber, insoluble","Fiber, soluble",Cystine,MUFA 18:1,PUFA 18:2,PUFA 20:3,PUFA 18:3,PUFA 18:3i,Specific Gravity,MUFA 22:1,5-Formyltetrahydrofolic acid (5-HCOH4,10-Formyl folic acid (10HCOFA),5-methyl tetrahydrofolate (5-MTHF),"Molybdenum, Mo","Sulfur, S","Cobalt, Co","Boron, B","Nickel, Ni",Biotin,Beta-sitostanol,Campesterol,Campestanol,"Phytosterols, other",Beta-sitosterol,Brassicasterol,Delta-5-avenasterol,Stigmasterol,Total dietary fiber (AOAC 2011.25),Malic acid,Citric acid,TFA 18:2 t,Genistin,Daidzein,Genistein,Glycitin,Daidzin,"Carotene, gamma",Total Sugars,Stigmastadiene,Delta-7-Stigmastenol,Glutathione,Beta-glucan,"Ergosta-7,22-dienol",Ergosterol,Vitamin D4,Ergosta-7-enol,"Ergosta-5,7-dienol",Ergothioneine,Raffinose,Stachyose,Verbascose,Oxalic acid,Quinic acid,High Molecular Weight Dietary Fiber (HMWDF),Low Molecular Weight Dietary Fiber (LMWDF),Pyruvic acid
"Beans, Dry, Navy, 614 (0% moisture)",MG,,,,,545.0,2.59,1510.0,247.0,,192.0,5.03,1.33,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 252 (0% moisture)",MG,,,,,457.0,2.1,1460.0,236.0,,176.0,4.43,0.997,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 565 (0% moisture)",MG,,,,,520.0,2.34,1410.0,221.0,,206.0,4.23,1.12,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 559 (0% moisture)",MG,,,,,548.0,2.18,1450.0,215.0,,189.0,4.97,1.32,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 216 (0% moisture)",MG,,,,,434.0,2.2,1350.0,258.0,,186.0,5.28,0.949,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 541 (0% moisture)",MG,,,,,457.0,2.24,1000.0,238.0,,172.0,5.14,1.07,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 312 (0% moisture)",MG,,,,,504.0,2.6,1610.0,225.0,,211.0,4.85,0.995,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 551 (0% moisture)",MG,,,,,469.0,2.6,1070.0,232.0,,183.0,5.09,1.01,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 257 (0% moisture)",MG,,,,,486.0,2.51,1470.0,300.0,,196.0,6.15,1.2,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 555 (0% moisture)",MG,,,,,560.0,2.44,1060.0,207.0,,184.0,5.56,1.31,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 308 (0% moisture)",MG,,,,,548.0,2.48,1600.0,236.0,,189.0,5.3,1.09,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy, 612 (0% moisture)",MG,,,,,458.0,2.23,1460.0,283.0,,164.0,4.65,1.07,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Navy (0% moisture)",MG,,,,,523.0,2.22,1470.0,229.0,,180.0,5.29,1.14,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Carioca, 11F-8104 (0% moisture)",MG,,,,,560.0,1.96,1060.0,204.0,,187.0,7.74,0.925,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 11F-8047 (0% moisture)",MG,,,,,610.0,2.18,1430.0,232.0,,210.0,6.8,0.982,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 11F-8108 (0% moisture)",MG,,,,,550.0,1.86,1520.0,203.0,,201.0,6.32,0.879,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 435 (0% moisture)",MG,,,,,454.0,1.91,1630.0,201.0,,157.0,4.88,0.903,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 743 (0% moisture)",MG,,,,,413.0,2.1,1610.0,213.0,,159.0,4.51,0.851,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 667 (0% moisture)",MG,,,,,405.0,2.02,1470.0,228.0,,170.0,4.52,0.901,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 365 (0% moisture)",MG,,,,,409.0,1.67,1560.0,204.0,,149.0,3.58,0.84,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 270 (0% moisture)",MG,,,,,551.0,2.07,1550.0,231.0,,162.0,5.39,1.01,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 442 (0% moisture)",MG,,,,,524.0,2.07,1530.0,206.0,,158.0,4.57,0.95,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 591 (0% moisture)",MG,,,,,546.0,2.21,1570.0,210.0,,189.0,4.61,0.94,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 814 (0% moisture)",MG,,,,,576.0,2.2,1530.0,219.0,,169.0,5.8,1.0,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 503 (0% moisture)",MG,,,,,462.0,1.8,1530.0,200.0,,161.0,5.23,0.998,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 366 (0% moisture)",MG,,,,,422.0,2.06,1520.0,209.0,,149.0,5.36,1.08,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 516 (0% moisture)",MG,,,,,519.0,1.84,1500.0,202.0,,167.0,5.68,0.958,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 452 (0% moisture)",MG,,,,,572.0,2.04,1570.0,215.0,,170.0,5.07,0.873,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 728 (0% moisture)",MG,,,,,490.0,1.9,1440.0,212.0,,158.0,4.88,0.798,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 497 (0% moisture)",MG,,,,,488.0,1.91,1560.0,214.0,,153.0,4.62,0.806,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 510 (0% moisture)",MG,,,,,510.0,2.14,1500.0,202.0,,182.0,5.24,1.05,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 639 (0% moisture)",MG,,,,,381.0,2.03,1610.0,225.0,,171.0,4.64,0.979,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 336 (0% moisture)",MG,,,,,409.0,2.03,1590.0,226.0,,190.0,4.93,1.21,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 793 (0% moisture)",MG,,,,,583.0,2.32,1660.0,246.0,,200.0,5.02,1.31,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 494 (0% moisture)",MG,,,,,485.0,2.1,1640.0,203.0,,155.0,4.88,0.94,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 809 (0% moisture)",MG,,,,,575.0,2.16,1700.0,225.0,,179.0,5.66,1.03,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 727 (0% moisture)",MG,,,,,476.0,2.14,1600.0,228.0,,185.0,5.14,0.898,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 660 (0% moisture)",MG,,,,,445.0,1.8,1510.0,209.0,,179.0,5.13,0.937,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 738 (0% moisture)",MG,,,,,499.0,2.31,1620.0,244.0,,200.0,5.37,0.864,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 353 (0% moisture)",MG,,,,,435.0,2.4,1620.0,203.0,,163.0,4.93,0.958,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 692 (0% moisture)",MG,,,,,484.0,2.12,1560.0,211.0,,178.0,4.71,0.979,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 388 (0% moisture)",MG,,,,,455.0,1.77,1580.0,207.0,,194.0,3.84,1.01,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 659 (0% moisture)",MG,,,,,419.0,1.99,1270.0,223.0,,188.0,4.22,0.936,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 733 (0% moisture)",MG,,,,,410.0,1.89,992.0,228.0,,153.0,4.72,0.786,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 428 (0% moisture)",MG,,,,,478.0,1.99,1630.0,224.0,,191.0,4.61,0.764,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 520 (0% moisture)",MG,,,,,517.0,1.94,1520.0,230.0,,204.0,5.23,1.02,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beans, Dry, Pinto, 475 (0% moisture)",MG,,,,,523.0,2.11,1560.0,241.0,,213.0,4.54,1.1,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
